11,3,42,3,5,6,16,32,2,21,18,7,8,9,15,16,16,10,8,9,3,2,19,4,13,2,15,32,13,8,43,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,1,8,8,4,10,3,19,10,0,0,0,0,0,0,0,0,0,0,0,16.7,1
12,1,1,21,5,5,13,23,23,7,8,9,15,16,16,10,8,38,23,15,44,3,39,13,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58.0,0,0,6,6,16,7,18,16,0,0,0,0,0,0,0,0,0,0,0,0,26.55,1
13,3,42,3,4,5,6,13,2,27,21,27,30,7,8,9,2,10,8,36,15,23,23,15,3,18,8,14,13,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,1,2,3,15,4,5,6,3,6,0,0,0,0,0,0,0,0,0,8.05,1
14,3,35,5,6,13,2,16,16,21,5,7,8,9,2,10,8,35,5,6,13,2,16,8,20,21,22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,1,5,16,19,7,17,18,5,0,0,0,0,0,0,0,0,0,0,0,0,31.275,1
15,3,40,13,16,32,2,21,18,7,8,9,15,16,16,10,8,14,4,23,6,3,8,35,18,3,5,6,3,8,35,6,21,23,45,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,0,0,16,3,17,19,17,20,0,0,0,0,0,0,0,0,0,0,0,0,7.8542,1
16,2,14,13,12,23,13,32,32,7,8,9,2,16,10,8,25,9,3,2,24,8,46,8,47,15,5,19,27,21,18,13,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0,0,0,5,19,18,7,17,20,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1
17,3,43,15,27,13,7,8,9,3,16,32,13,2,10,8,38,4,19,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4,1,16,18,5,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,29.125,0
19,3,40,3,5,6,13,2,8,34,23,3,5,30,13,7,8,9,2,16,10,8,20,4,23,15,4,16,8,25,38,18,13,23,15,3,8,9,3,2,15,3,8,40,3,5,6,13,18,21,21,2,32,13,23,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0,1,0,16,19,3,7,20,16,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1
21,2,26,24,5,5,13,24,7,8,9,2,10,8,20,21,16,13,48,22,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,5,16,10,18,20,3,0,0,0,0,0,0,0,0,0,0,0,0,26.0,1
22,2,1,13,13,16,23,13,24,7,8,9,2,10,8,31,3,12,2,13,5,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,5,19,18,20,10,18,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1
23,3,9,27,37,21,12,3,5,7,8,9,15,16,16,10,8,35,5,5,3,8,49,35,5,5,15,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0,0,16,16,17,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,8.0292,0
24,1,42,23,21,48,13,2,7,8,9,2,10,8,36,15,23,23,15,3,18,8,28,22,21,18,48,16,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,6,6,16,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,35.5,1
25,3,34,3,23,16,16,21,5,7,8,9,15,16,16,10,8,28,21,2,39,21,2,19,8,46,3,5,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,3,1,16,19,10,10,17,10,0,0,0,0,0,0,0,0,0,0,0,0,21.075,1
26,3,35,16,48,23,4,5,6,7,8,9,2,16,10,8,17,3,2,23,8,11,16,27,3,2,8,25,42,13,23,18,3,8,35,4,19,4,16,32,3,8,38,18,15,23,15,3,8,20,21,22,3,5,16,16,21,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.0,1,5,16,19,7,17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,31.3875,1
28,1,26,21,2,32,4,5,13,7,8,9,2,10,8,17,22,3,2,23,13,16,8,35,23,13,50,3,5,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,3,2,6,10,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,1
31,1,51,2,4,27,22,4,2,32,4,7,8,46,21,5,10,8,9,3,5,4,13,23,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,8,9,4,6,7,20,17,6,0,0,0,0,0,0,0,0,0,0,27.7208,2
34,2,36,22,13,3,6,21,5,7,8,9,2,10,8,38,6,12,3,2,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,9,15,1,15,4,5,19,3,7,10,0,0,0,0,0,0,0,0,10.5,1
35,1,9,13,24,13,2,7,8,9,2,10,8,38,6,19,3,2,8,20,21,16,13,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1,0,8,9,4,6,7,20,17,19,0,0,0,0,0,0,0,0,0,0,82.1708,2
36,1,14,21,23,52,13,2,16,21,5,7,8,9,2,10,8,35,23,13,50,3,5,6,13,2,8,11,16,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,1,0,6,6,16,7,18,10,0,0,0,0,0,0,0,0,0,0,0,0,52.0,1
38,3,17,3,5,5,7,8,9,2,10,8,38,2,5,13,16,32,8,17,22,3,2,23,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,1,15,2,3,15,4,5,6,3,5,0,0,0,0,0,0,0,0,8.05,1
39,3,40,3,5,6,13,2,8,34,23,3,5,30,13,7,8,9,15,16,16,10,8,35,4,19,4,16,32,3,8,9,3,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,2,0,16,19,3,7,20,19,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1
40,3,41,15,27,21,23,3,53,54,3,2,2,13,6,7,8,9,15,16,16,10,8,20,3,18,15,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,1,0,5,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2417,2
41,3,35,22,23,15,5,7,8,9,2,16,10,8,20,21,22,3,5,8,25,20,21,22,3,5,5,3,8,34,13,2,16,6,21,32,32,13,2,8,31,3,2,16,16,21,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,1,0,7,3,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.475,1
42,2,28,4,2,48,15,5,7,8,9,2,16,10,8,36,15,23,23,15,3,18,8,20,21,22,5,8,43,21,39,13,2,32,8,25,46,21,2,21,32,22,24,8,35,5,5,8,36,21,5,5,3,27,21,32,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0,1,0,6,6,20,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1
44,2,31,3,2,21,27,22,13,7,8,9,15,16,16,10,8,42,15,18,21,5,5,13,8,9,3,2,15,13,8,35,5,5,13,8,35,5,6,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1,2,11,9,2,8,21,22,23,24,4,5,6,5,16,0,0,0,0,0,41.5792,2
45,3,46,13,52,3,5,13,24,7,8,9,15,16,16,10,8,9,3,2,19,3,2,13,32,8,46,13,23,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0,0,16,16,17,10,3,18,0,0,0,0,0,0,0,0,0,0,0,0,7.8792,0
50,3,35,2,5,21,23,6,53,26,2,3,5,27,22,15,7,8,9,2,16,10,8,20,21,16,13,45,8,25,20,21,16,13,45,15,5,13,8,26,2,3,5,27,22,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,1,0,16,19,10,5,16,7,0,0,0,0,0,0,0,0,0,0,0,0,17.8,1
51,3,34,3,5,4,23,3,7,8,9,3,16,32,13,2,10,8,20,4,22,3,8,41,15,15,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4,1,16,6,17,6,5,10,3,0,0,0,0,0,0,0,0,0,0,0,39.6875,1
52,3,41,21,16,12,21,2,32,22,24,7,8,9,2,10,8,43,15,27,22,3,2,6,8,17,3,32,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,1,2,19,15,4,16,10,18,18,20,0,0,0,0,0,0,0,0,7.8,1
53,1,14,3,2,48,13,2,7,8,9,2,16,10,8,14,13,5,2,24,8,42,23,13,13,48,13,2,8,25,9,24,5,3,8,14,3,50,32,4,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0,1,0,8,9,4,6,7,3,7,5,0,0,0,0,0,0,0,0,0,0,76.7292,2
54,2,26,3,4,5,32,22,21,2,48,13,7,8,9,2,16,10,8,31,15,44,44,15,13,8,25,38,23,15,44,3,39,13,32,22,8,35,5,5,13,8,36,15,23,30,15,5,16,21,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,1,0,5,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,1
55,1,11,16,32,39,24,7,8,9,2,10,8,38,5,19,13,23,22,3,2,32,8,17,21,2,5,13,23,15,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,1,6,6,16,3,17,10,0,0,0,0,0,0,0,0,0,0,0,0,61.9792,2
57,2,43,4,19,19,7,8,9,15,16,16,10,8,38,18,15,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0,0,9,15,1,15,4,16,6,17,5,20,0,0,0,0,0,0,0,0,10.5,1
58,3,41,21,52,13,23,7,8,9,2,10,8,9,3,5,16,21,4,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,0,5,20,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2292,2
59,2,36,13,16,32,7,8,9,15,16,16,10,8,17,21,5,16,32,3,5,27,13,8,9,15,2,15,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,2,9,15,1,15,4,16,19,20,3,6,0,0,0,0,0,0,0,0,27.75,1
60,3,37,21,21,6,12,15,5,7,8,9,3,16,32,13,2,10,8,36,15,23,23,15,3,18,8,26,2,13,6,13,2,15,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,5,2,9,1,4,5,6,19,19,0,0,0,0,0,0,0,0,0,0,0,46.9,1
61,3,42,15,2,3,24,3,5,15,3,5,7,8,9,2,10,8,11,2,16,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,5,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2292,2
63,1,14,3,2,2,15,16,7,8,9,2,10,8,14,13,5,2,24,8,1,15,2,30,22,3,2,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,1,0,16,20,10,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,83.475,1
64,3,42,30,21,21,19,7,8,9,3,16,32,13,2,10,8,14,3,2,3,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,3,2,16,19,7,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,27.9,1
67,2,41,24,13,7,8,9,2,16,10,8,25,38,23,15,44,3,39,13,32,22,8,43,3,18,13,23,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0,0,0,9,15,1,15,4,5,10,16,10,3,0,0,0,0,0,0,0,0,10.5,1
68,3,17,2,13,3,16,13,7,8,9,2,10,8,38,2,5,13,16,32,8,20,3,18,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,11,15,8,15,4,16,19,20,19,0,0,0,0,0,0,0,0,0,8.1583,1
69,3,35,5,6,13,2,16,16,21,5,7,8,9,15,16,16,10,8,38,2,5,3,8,35,23,13,50,3,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,4,2,16,6,17,6,5,18,6,0,0,0,0,0,0,0,0,0,0,0,7.925,1
70,3,47,15,5,30,7,8,9,2,10,8,40,15,5,27,13,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,2,0,16,6,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8.6625,1
71,2,20,13,5,30,15,5,7,8,9,2,10,8,42,32,13,48,22,13,5,8,17,4,2,5,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,9,15,1,15,4,16,16,6,6,6,0,0,0,0,0,0,0,0,10.5,1
72,3,37,21,21,6,12,15,5,7,8,9,15,16,16,10,8,31,15,23,23,15,3,5,8,35,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,5,2,9,1,4,5,6,19,19,0,0,0,0,0,0,0,0,0,0,0,46.9,1
73,2,14,21,21,6,7,8,9,2,10,8,35,18,39,2,21,16,13,8,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,11,15,13,15,9,15,4,6,19,18,7,10,0,0,0,0,0,0,73.5,1
74,3,17,22,2,21,5,21,48,21,4,23,21,16,7,8,9,2,10,8,35,48,21,16,32,21,23,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,1,0,5,20,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4542,2
75,3,1,15,5,19,7,8,9,2,10,8,31,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,6,20,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4958,1
76,3,9,21,13,5,7,8,9,2,10,8,42,15,19,4,2,6,8,14,3,5,16,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,16,19,18,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,7.65,1
79,2,17,3,23,6,12,13,23,23,7,8,9,3,16,32,13,2,10,8,35,23,6,13,5,8,37,3,32,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,2,5,19,18,7,16,18,0,0,0,0,0,0,0,0,0,0,0,0,29.0,1
80,3,46,21,12,6,13,23,23,7,8,9,15,16,16,10,8,38,23,15,44,3,39,13,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0,0,0,16,20,19,3,6,20,0,0,0,0,0,0,0,0,0,0,0,0,12.475,1
81,3,36,3,13,23,13,5,16,7,8,9,2,10,8,35,27,22,15,23,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,16,19,3,7,20,7,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1
82,3,42,22,13,13,2,23,15,5,27,30,7,8,9,2,10,8,20,3,5,8,1,3,48,32,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,16,19,3,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,9.5,1
